FID,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id,la_s_code
pub_lib.98,South Lanarkshire,,BIGGAR LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,17,S12000029
pub_lib.99,Dumfries and Galloway,137000618,"DG CUSTOMER SERVICES - MOFFAT, HIGH STREET, MOFFAT, DG10 9HF",https://www.dumgal.gov.uk/article/15578/DG-Customer-Services-Moffat,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,7,S12000006
pub_lib.100,South Lanarkshire,,GREENHILLS LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,14,S12000029
pub_lib.101,Stirling,122000857,"LIBRARY, MAIN STREET, KILLIN, FK21 8UW",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,8,S12000030
pub_lib.102,West Lothian,200004115656,"EAST CALDER LIBRARY, 200, MAIN STREET, EAST CALDER, EH53 0EJ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,16,S12000040
pub_lib.103,Midlothian,120036551,"DANDERHALL LIBRARY, NEWTON CHURCH ROAD, DANDERHALL, EH22 1QD",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,5,S12000019
pub_lib.104,Inverclyde,119052799,"INVERCLYDE COUNCIL, INVERKIP AND WEMYSS BAY LIBRARY, ARDGOWAN ROAD, WEMYSS BAY, PA18 6AT",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,6,S12000018
pub_lib.105,Stirling,122016254,"LIBRARY, SUNNYBANK ROAD, STIRLING, FK7 0DB",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,9,S12000030
pub_lib.106,Glasgow City,906700017831,"HILLHEAD LIBRARY, 348, BYRES ROAD, GLASGOW, G12 8AP",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,30,S12000049
pub_lib.107,Stirling,122043392,"LIBRARY 8A THE SQUARE, MAIN STREET, FALLIN, FK7 7JE",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,4,S12000030
pub_lib.108,Highland,130171778,"DINGWALL LIBRARY, DINGWALL ACADEMY, ACADEMY ROAD, DINGWALL, IV15 9LT",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,16,S12000017
pub_lib.109,Moray,133056138,"CULLEN LIBRARY, CULLEN COMMUNITY CENTRE, SEAFIELD ROAD, CULLEN, AB56 4AF",http://www.moray.gov.uk/moray_standard/page_39962.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,4,S12000020
pub_lib.110,Stirling,122005686,"LIBRARY, HIGH STREET, DUNBLANE, FK15 0ER",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,11,S12000030
pub_lib.111,Dundee City,,"ARDLER COMMUNITY LIBRARY, TURNBERRY AVENUE, DUNDEE, DD2 3TP",/ardler-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,1,S12000042
pub_lib.112,Clackmannanshire,35015996,"42-48, MAIN STREET, SAUCHIE, FK10 3JY",http://www.clacksweb.org.uk/culture/sauchiecap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,6,S12000005
pub_lib.113,Aberdeen City,,"CULTER LIBRARY, NORTH DEESIDE ROAD, AB14 0UJ",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,9,S12000033
pub_lib.114,Glasgow City,906700034570,"RIDDRIE LIBRARY, 1020, CUMBERNAULD ROAD, GLASGOW, G33 2QS",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,14,S12000049
pub_lib.115,North Lanarkshire,118138907,"PUBLIC LIBRARY, WELLWYND, TOWN CENTRE, AIRDRIE, ML6 0AG",https://culturenl.co.uk/libraries/your-library/airdrie-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,7,S12000050
pub_lib.116,Highland,130165367,"AVIEMORE PRIMARY SCHOOL SERVICE POINT AND COMMUNITY CENTRE, MUIRTON, AVIEMORE, PH22 1SF",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,5,S12000017
pub_lib.117,Clackmannanshire,35019139,"BEN CLEUCH CENTRE, PARK STREET, TILLICOULTRY, FK13 6AG",http://www.clacksweb.org.uk/culture/tillicoultrycap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,7,S12000005
pub_lib.118,Glasgow City,906700084454,"GALLERY OF MODERN ART, 111, QUEEN STREET, GLASGOW, G1 3BJ",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,32,S12000049
pub_lib.119,Aberdeenshire,151086010,"ABERDEENSHIRE COUNCIL, CAIRNBULG LIBRARY, STATION ROAD, CAIRNBULG, AB43 8WQ",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/cairnbulg-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,10,S12000034
pub_lib.120,West Dunbartonshire,129008901,"PARKHALL LIBRARY, HAWTHORN STREET, CLYDEBANK, G81 3EF",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,4,S12000039
pub_lib.121,Aberdeenshire,151070416,"ABERDEENSHIRE COUNCIL, TURRIFF LIBRARY, GRANGE VILLA, THE SQUARE, TURRIFF, AB53 4AE",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/turriff-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,33,S12000034
pub_lib.122,North Lanarkshire,118073840,"MOTHERWELL LIBRARY, HAMILTON ROAD, MOTHERWELL, ML1 3BZ",https://culturenl.co.uk/libraries/your-library/motherwell-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,5,S12000050
pub_lib.123,North Ayrshire,126060436,"STEVENSTON LIBRARY, 1, MAIN STREET, STEVENSTON, KA20 3AB",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., Computer Buddy Scheme., Online reference resources e.g. Britannica and Scran from home using your library card number (P0000....), Homework club meets every Monday 3.30-4.30pm during term-time., Free access to Grid Club website. , Past Papers , Other Facilities: public information screens; study area; exhibition space; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,10,S12000021
pub_lib.124,South Ayrshire,141038651,"PRESTWICK LIBRARY, 14, KYLE STREET, PRESTWICK, KA9 1PQ",,"09:00 - 17:00, 09:00 - 19:00, 09:00 - 17:00, 09:00 - 17:00, Closed, 09:00 - 19:00, 09:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,9,S12000028
pub_lib.125,East Ayrshire,127004075,"EAST AYRSHIRE COUNCIL, PATNA LIBRARY, DOONSIDE AVENUE, PATNA, KA6 7LX",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,8,S12000008
pub_lib.126,Scottish Borders,,"GALASHIELS LIBRARY, LAWYERS BRAE GALASHIELS TD1 3JQ",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/galashiels_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,5,S12000026
pub_lib.127,Shetland Islands,,"SHETLAND LIBRARY, LOWER HILLHEAD, LERWICK, SHETLAND, ZE2 0EL",,,,2019-11-12,03e44d06-dcaf-483e-a760-159ccd7e117c,1,S12000027
pub_lib.128,South Ayrshire,141007489,"TROON BRANCH LIBRARY, 5, SOUTH BEACH, TROON, KA10 6EF",,"09:00 - 17:00, 09:00 - 19:00, 09:00 - 17:00, 09:00 - 17:00, Closed, 09:00 - 17:00, 09:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,5,S12000028
pub_lib.129,Midlothian,120007596,"ROSLIN LIBRARY, 9, MAIN STREET, ROSLIN, EH25 9LD",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,3,S12000019
pub_lib.130,Scottish Borders,,"EYEMOUTH LIBRARY, MANSE ROAD EYEMOUTH TD14 5JE",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/eyemouth_library(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,4,S12000026
pub_lib.131,North Lanarkshire,118181246,"BUCHANAN CENTRE, 126, MAIN STREET, COATBRIDGE, ML5 3BJ",https://culturenl.co.uk/libraries/your-library/coatbridge-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,18,S12000050
pub_lib.132,Highland,130169344,"BADENOCH LIBRARY, THE BADENOCH COMMUNITY CENTRE, SPEY STREET, KINGUSSIE, PH21 1EH",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,6,S12000017
pub_lib.133,North Lanarkshire,118085979,"NEWARTHILL LIBRARY, KIRKHALL ROAD, NEWARTHILL, MOTHERWELL, ML1 5BB",https://culturenl.co.uk/libraries/your-library/newarthill-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,10,S12000050
pub_lib.134,Stirling,122002610,"STIRLING COUNCIL DOUNE LIBRARY, 5, MAIN STREET, DOUNE, FK16 6BJ",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,16,S12000030
pub_lib.135,City of Edinburgh,,"RATHO LIBRARY, 6 SCHOOL WYND, RATHO, EH28 8TT",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Disabled access, Library Link every fortnight on a Friday, Toilets for disabled users, Knit and natter on Mondays, Book group on Wednesdays afternoon, Personal shopper for frequent readers.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,28,S12000036
pub_lib.136,North Ayrshire,126061625,"BEITH LIBRARY, 39-41, MAIN STREET, BEITH, KA15 2AD",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. Request any of the above using the online library catalogue at home using your library card number. Adult Book group meets on Tuesdays 7.30pm Fridays at 2pm each month., Author/storytelling visits, craft activities and community events for adults and children., Free computer, Wifi and Internet access., IT classes for beginners and for employability., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Homework Club meets each Monday during term-time from 3.15-4.30pm;, Free access to Grid Club website. , Past Papers., Other Facilities: public information screens; study area; exhibition space; disabled access; lift: toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,7,S12000021
pub_lib.137,Aberdeenshire,151088032,"ABERDEENSHIRE COUNCIL, INSCH LIBRARY, 13, RANNES STREET, INSCH, AB52 6JJ",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/insch-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,16,S12000034
pub_lib.138,South Lanarkshire,,BOTHWELL LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,8,S12000029
pub_lib.139,East Renfrewshire,131028575,"NEILSTON LIBRARY, MAIN STREET, NEILSTON, G78 3NN",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,1,S12000011
pub_lib.140,Moray,133071768,"MILNES LEARNING CENTRE, WEST STREET, FOCHABERS, IV32 7DJ",http://www.moray.gov.uk/moray_standard/page_39965.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,11,S12000020
pub_lib.141,East Renfrewshire,,BARRHEAD FOUNDRY 205 MAIN STREET BARRHEAD EAST RENFREWSHIRE G78 1SW,,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,9,S12000011
pub_lib.142,South Lanarkshire,,BLANTYRE LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,11,S12000029
pub_lib.143,East Lothian,138025658,"ORMISTON LIBRARY, 5A, MEADOWBANK, ORMISTON, EH35 5LQ",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,3,S12000010
pub_lib.144,East Renfrewshire,131006049,"EAGLESHAM LIBRARY, MONTGOMERIE HALL, GILMOUR STREET, EAGLESHAM, G76 0LH",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,8,S12000011
pub_lib.145,South Ayrshire,141054344,"THE HALL BALLANTRAE BRANCH LIBRARY, MAIN STREET, BALLANTRAE, KA26 0NB",,"Closed, 10:00 - 12:00, 10:00 - 12:00, Closed, Closed, 16:00 - 19:00, 15:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,11,S12000028
pub_lib.146,Fife,320189841,"KELTY LIBRARY, COCKLAW STREET, KELTY, KY4 0DD",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,5,S12000047
pub_lib.147,Dundee City,,"ARTHURSTONE COMMUNITY LIBRARY, 5 ARTHURSTONE TERRACE, DUNDEE, DD4 6RT",/arthurstone-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,7,S12000042
pub_lib.148,Stirling,122033296,"LIBRARY, BURNS TERRACE, COWIE, FK7 7BS",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,6,S12000030
pub_lib.149,South Lanarkshire,,BURNBANK LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,21,S12000029
pub_lib.150,Aberdeenshire,151086011,"ABERDEENSHIRE COUNCIL, INVERBERVIE LIBRARY, CHURCH STREET, INVERBERVIE, DD10 0RU",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/inverbervie-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,17,S12000034
pub_lib.151,Glasgow City,906700219720,"ROYSTON LIBRARY, 67, ROYSTON ROAD, GLASGOW, G21 2QW",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,28,S12000049
pub_lib.152,Argyll and Bute,,"ROTHESAY LIBRARY, MOAT CENTRE, STUART STREET, ROTHESAY, ISLE OF BUTE, PA20 0BX",http://www.liveargyll.co.uk/library/rothesay-library,,"Regular classes and events, Bookbug",2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,15,S12000035
pub_lib.153,Aberdeenshire,151086016,"ABERDEENSHIRE COUNCIL, PORTSOY LIBRARY, AIRD GREEN, PORTSOY, AB45 2RH",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/portsoy-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,29,S12000034
pub_lib.154,Aberdeenshire,151177490,"BALLATER LIBRARY, BALLATER STATION, STATION SQUARE, BALLATER, AB35 5RB",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/ballater-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,4,S12000034
pub_lib.155,Dumfries and Galloway,137021011,"TOWN HALL, MARKET PLACE, LANGHOLM, DG13 0JQ",https://www.dumgal.gov.uk/article/15404/DG-Customer-Services-Langholm,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,1,S12000006
pub_lib.156,Aberdeenshire,151086872,"ABERDEENSHIRE COUNCIL, INVERURIE TOWN HALL, MARKET PLACE, INVERURIE, AB51 3SN",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/inverurie-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,18,S12000034
pub_lib.157,Fife,320179171,"LESLIE LIBRARY, 289, HIGH STREET, LESLIE, KY6 3AX",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,30,S12000047
pub_lib.158,Argyll and Bute,,"CARDROSS LIBRARY, MAIN STREET, CARDROSS, G82 5PX",http://www.liveargyll.co.uk/library/cardross-library,,"Events for children, Computers, Local history",2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,10,S12000035
pub_lib.159,Clackmannanshire,35201499,"CLACKMANNAN LIBRARY, MAIN STREET, CLACKMANNAN, FK10 4JA",http://www.clacksweb.org.uk/culture/clackmannancap/,,,2025-02-03,752faf13-7db1-4fa5-a3d6-9a1780c54a9f,3,S12000005
pub_lib.160,West Lothian,135009607,"WEST LOTHIAN COLLEGE, ALMONDVALE CRESCENT, ALMONDVALE, LIVINGSTON, EH54 7EP",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,3,S12000040
pub_lib.161,Highland,130112245,"LAIRG LIBRARY AND COMMUNITY CENTRE, MAIN STREET, LAIRG, IV27 4DB",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,35,S12000017
pub_lib.162,Highland,130169340,"GAIRLOCH COMMUNITY LIBRARY, GAIRLOCH HIGH SCHOOL, B8021 A832 JUNCTION - GLEBE PARK JUNCTION, GAIRLOCH, IV21 2BP",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,23,S12000017
pub_lib.163,City of Edinburgh,,"CURRIE LIBRARY, 210 LANARK ROAD WEST, EH14 5NX",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Disabled access, Toilets for disabled users, Library Link, Housebound delivery, Induction LOOP, Free computer access, Free access of tablet for visually impaired, Computer/tablet & phone classes, Poetry group, Book groups, Health in Mind info stall.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,8,S12000036
pub_lib.164,South Lanarkshire,,UDDINGSTON LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,9,S12000029
pub_lib.165,City of Edinburgh,,"WESTER HAILES LIBRARY, 1 WEST SIDE PLAZA, EH14 2ST",,Mon - Wed 10am - 8pm. Thurs & Fri 10am - 5pm. Sat 10am - 5pm,"Toilets for disabled users, Disabled access, Wheelchairs, Induction LOOP, Housebound delivery service, Library Link, Coffee morning (Wednesdays 10.30), Seated exercice class (Fridays 12.15), Computer classes for beginners, Health in Mind info stall.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,27,S12000036
pub_lib.166,Fife,320191374,"CROSGATES LIBRARY, CROSSGATES LIBRARY, 49, MAIN STREET, CROSSGATES, KY4 8AJ",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,14,S12000047
pub_lib.167,East Lothian,138057433,"EAST LINTON LIBRARY, PRESTONKIRK HOUSE, 60A, HIGH STREET, EAST LINTON, EH40 3BX",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,5,S12000010
pub_lib.168,Inverclyde,119054958,"INVERCLYDE COUNCIL LIBRARIES, LEVEL 0-1 CENTRAL LIBRARY, CENTRAL LIBRARY, 7, WALLACE PLACE, GREENOCK, PA15 1JB",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,7,S12000018
pub_lib.169,Aberdeenshire,151086022,"ABERDEENSHIRE COUNCIL, NEWMACHAR LIBRARY, SCHOOL ROAD, NEWMACHAR, AB21 0WB",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/newmachar-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,25,S12000034
pub_lib.170,Moray,133039746,"DUFFTOWN LIBRARY, 26, BALVENIE STREET, DUFFTOWN, AB55 4AB",http://www.moray.gov.uk/moray_standard/page_39963.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,5,S12000020
pub_lib.171,City of Edinburgh,,"GRANTON LIBRARY, 29 WARDIEBURN TERRACE, EH5 1DD",,Mon & Wed 1 - 8pm. Tues & Fri 10am - 5pm. Sat 10am - 2pm,"Library Link, Toilets for disabled users, Induction LOOP, Housebound service.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,12,S12000036
pub_lib.172,Aberdeen City,,"TILLYDRONE LIBRARY, PENNAN ROAD, AB24 2UD",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,8,S12000033
pub_lib.173,City of Edinburgh,,"MOREDUN LIBRARY, 92 MOREDUN PARK ROAD, EH17 7HL",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Disabled access, Library Link, Toilets for disabled users, Wheelchais, Induction LOOP.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,16,S12000036
pub_lib.174,Aberdeenshire,151088245,"ABERDEENSHIRE COUNCIL, HUNTLY LIBRARY, 17, THE SQUARE, HUNTLY, AB54 8BR",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/huntly-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,15,S12000034
pub_lib.175,Glasgow City,906700002194,"POSSILPARK LIBRARY AND LEARNING CENTRE, 127, ALLANDER STREET, GLASGOW, G22 5JJ",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,6,S12000049
pub_lib.176,Aberdeenshire,151086012,"ABERDEENSHIRE COUNCIL, BODDAM LIBRARY, 26, QUEEN'S ROAD, BODDAM, AB42 3AX",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/boddam-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,8,S12000034
pub_lib.177,Highland,130169342,"COMMUNITY LIBRARY, COMMUNITY CENTRE, 80, HIGH STREET, GRANTOWN-ON-SPEY, PH26 3EL",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,26,S12000017
pub_lib.178,City of Edinburgh,,"MCDONALD ROAD LIBRARY, 2 MCDONALD ROAD, EH7 4LU",,Mon - Wed 10am - 8pm. Thurs & Fri 10am - 5pm. Sat 10am - 5pm,"Disabled access, Library Link, Induction LOOP.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,15,S12000036
pub_lib.179,Highland,130087569,"HIGH LIFE HIGHLAND, ALNESS LIBRARY AND SERVICE POINT, HIGH STREET, ALNESS, IV17 0QB",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,2,S12000017
pub_lib.180,East Renfrewshire,131015212,"CLARKSTON LIBRARY, CLARKSTON ROAD, CLARKSTON, G76 8NE",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,3,S12000011
pub_lib.181,West Dunbartonshire,129023994,"BALLOCH LIBRARY, CARROCHAN ROAD, BALLOCH, ALEXANDRIA, G83 8BW",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,5,S12000039
pub_lib.182,Aberdeenshire,151086024,"ABERDEENSHIRE COUNCIL, THE PORTY CABIN, COOKSTON ROAD, PORTLETHEN, AB12 4PT",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/portlethen-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,28,S12000034
pub_lib.183,Dumfries and Galloway,137039542,"DG CUSTOMER SERVICES - SANQUHAR, 100, HIGH STREET, SANQUHAR, DG4 6DZ",https://www.dumgal.gov.uk/article/15392/DG-Customer-Services-Sanquhar,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,15,S12000006
pub_lib.184,South Lanarkshire,,HALFWAY LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,13,S12000029
pub_lib.185,Aberdeen City,,"DYCE LIBRARY, RIVERVIEW DRIVE, AB21 7NF",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,10,S12000033
pub_lib.186,Highland,130169345,"PORTREE COMMUNITY LIBRARY, VIEWFIELD ROAD, PORTREE, IV51 9ET",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,43,S12000017
pub_lib.187,North Lanarkshire,118101544,"VIEWPARK LIBRARY, BURNHEAD STREET, VIEWPARK, UDDINGSTON, G71 5AT",https://culturenl.co.uk/libraries/your-library/viewpark-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,9,S12000050
pub_lib.188,Glasgow City,906700028506,"ANNIESLAND LIBRARY AND LEARNING CENTRE, 833, CROW ROAD, GLASGOW, G13 1LE",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,18,S12000049
pub_lib.189,Angus,117081009,"PUBLIC LIBRARY, 21, HIGH STREET, CARNOUSTIE, DD7 6AN",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,1,S12000041
pub_lib.190,Aberdeenshire,151170851,"ABERDEENSHIRE COUNCIL, ALFORD LIBRARY, GREYSTONE ROAD, ALFORD, AB33 8TY",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/alford-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,3,S12000034
pub_lib.191,Aberdeen City,,"MASTRICK LIBRARY, GREENFERN ROAD, AB16 6TR",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,3,S12000033
pub_lib.192,East Dunbartonshire,,"WILLIAM PATRICK LIBRARY, 2-4 WEST HIGH STREET, KIRKINTILLOCH, G66 1AD",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,6,S12000045
pub_lib.193,Inverclyde,119051981,"INVERCLYDE COUNCIL, SCHOOL BOARD BUILDING, KILMACOLM LIBRARY, LOCHWINNOCH ROAD, KILMACOLM, PA13 4LE",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,5,S12000018
pub_lib.194,South Lanarkshire,,CATHKIN LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,15,S12000029
pub_lib.195,Inverclyde,119000886,"JAMES WATT LIBRARY, 9, UNION STREET, GREENOCK, PA16 8JH",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,3,S12000018
pub_lib.196,Aberdeenshire,151086020,"ABERDEENSHIRE COUNCIL, FRASERBURGH LIBRARY, KING EDWARD STREET, FRASERBURGH, AB43 9PN",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/fraserburgh-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,14,S12000034
pub_lib.197,Stirling,122031796,"LIBRARY, GREENACRE PLACE, BANNOCKBURN, FK7 8PA",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,5,S12000030
pub_lib.198,Moray,133001307,"LOSSIE YOUTH CAFE, HIGH STREET, LOSSIEMOUTH, IV31 6AA",http://www.moray.gov.uk/moray_standard/page_39970.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,10,S12000020
pub_lib.199,Aberdeenshire,151502652,"ABERDEENSHIRE COUNCIL, ROSEHEARTY LIBRARY, PITSLIGO STREET, ROSEHEARTY, AB43 7JL",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/rosehearty-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,30,S12000034
pub_lib.200,Highland,130169346,"HIGH LIFE HIGHLAND, COMMUNITY LIBRARY, ULLAPOOL HIGH SCHOOL, MILL STREET, ULLAPOOL, IV26 2UN",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,47,S12000017
